DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
BOTH	FBti0019030	ISO1_650_roo	8181	roo	2R	21809580	21817761	+	23	8181	1	N	0
FLYBASE	FBti0060784	.	54	INE-1	2R	21818597	21818651	+	-1	0	0	-	0
REPET	ISO1_651_LARD	.	290	LARD	2R	21961904	21962194	-	-1	0	0	-	0
FLYBASE	FBti0060805	.	43	INE-1	2R	22120841	22120884	-	-1	0	0	-	0
REPET	ISO1_652_LARD	.	624	LARD	2R	22297071	22297695	+	-1	0	0	-	0
BOTH	FBti0018994	ISO1_653_jockey	1714	jockey	2R	22349755	22351469	-	15	1697	1	N	0
BOTH	FBti0060839	ISO1_654_INE-1	50	INE-1	2R	22357890	22357940	+	140	50	1	N	0
BOTH	FBti0018995	ISO1_655_jockey	360	jockey	2R	22360441	22360801	+	18	342	1	N	0
REPET	ISO1_656_LARD	.	250	LARD	2R	22464140	22464390	+	-1	0	0	-	0
BOTH	FBti0018879	ISO1_657_BS	136	BS	2R	22465375	22465511	+	2	134	1	N	0
BOTH	FBti0018996	ISO1_658_jockey	3482	jockey	2R	22525816	22529298	-	20	3462	1	N	0
BOTH	FBti0018973	ISO1_659_diver	6111	diver	2R	22580467	22586578	+	3	6111	1	N	0
REPET	ISO1_660_LARD	.	362	LARD	2R	22648550	22648912	+	-1	0	0	-	0
BOTH	FBti0060861	ISO1_661_INE-1	165	INE-1	2R	22650300	22650465	+	64	164	1	N	0
BOTH	FBti0018997	ISO1_662_jockey	348	jockey	2R	22775024	22775372	+	12	336	1	N	0
BOTH	FBti0060878	ISO1_663_INE-1	67	INE-1	2R	22815866	22815933	-	66	67	1	N	0
BOTH	FBti0018962	ISO1_664_Blastopia	1904	Blastopia	2R	22843075	22844979	-	0	1904	1	N	0
REPET	ISO1_665_INE-1	.	161	INE-1	2R	22861099	22861260	+	-1	0	0	-	0
BOTH	FBti0018963	ISO1_666_Blastopia	5028	Blastopia	2R	22958835	22963863	+	0	5028	1	N	0
REPET	ISO1_667_LARD	.	610	LARD	2R	23228717	23229327	+	-1	0	0	-	0
REPET	ISO1_668_LARD	.	1258	LARD	2R	23285790	23287048	-	-1	0	0	-	0
BOTH	FBti0018964	ISO1_669_Blastopia	5018	Blastopia	2R	23402664	23407682	+	0	5018	1	N	0
REPET	ISO1_670_412	.	7525	412	2R	23529623	23537148	-	-1	0	0	-	0
REPET	ISO1_671_LARD	.	298	LARD	2R	23710050	23710348	-	-1	0	0	-	0
REPET	ISO1_672_LARD	.	331	LARD	2R	23742847	23743178	-	-1	0	0	-	0
REPET	ISO1_673_gypsy11	.	137	gypsy11	2R	23856499	23856636	-	-1	0	0	-	0
BOTH	FBti0018868	ISO1_674_297	413	297	2R	23877783	23878196	+	0	413	1	N	0
BOTH	FBti0018871	ISO1_675_412	7566	412	2R	23914354	23921920	-	8	7566	1	N	0
BOTH	FBti0018872	ISO1_676_412	7520	412	2R	24147123	24154643	-	0	7520	1	N	0
BOTH	FBti0018873	ISO1_677_412	7427	412	2R	24177291	24184718	-	13	7427	1	N	0
BOTH	FBti0060934	ISO1_678_INE-1	252	INE-1	2R	24197353	24197605	-	7	252	1	N	0
REPET	ISO1_679_LARD	.	1736	LARD	2R	24234401	24236137	+	-1	0	0	-	0
REPET	ISO1_680_LARD	.	798	LARD	2R	24270484	24271282	+	-1	0	0	-	0
BOTH	FBti0019031	ISO1_681_roo	8303	roo	2R	24353484	24361787	+	0	8303	1	N	0
REPET	ISO1_682_LARD	.	276	LARD	2R	24468422	24468698	+	-1	0	0	-	0
REPET	ISO1_683_LARD	.	356	LARD	2R	24625817	24626173	+	-1	0	0	-	0
BOTH	FBti0018874	ISO1_684_412	7499	412	2R	24647644	24655143	-	8	7499	1	N	0
REPET	ISO1_685_LARD	.	610	LARD	2R	24701479	24702089	+	-1	0	0	-	0
BOTH	FBti0019002	ISO1_686_mdg1	7450	mdg1	2R	24727939	24735389	+	0	7450	1	N	0
BOTH	FBti0018918	ISO1_687_G2	1917	G2	2R	24763666	24765583	+	1	1917	1	N	0
FLYBASE	FBti0063103	.	44	1360	2R	24919232	24919276	+	-1	0	0	-	0
REPET	ISO1_688_gypsy8	.	105	gypsy8	2R	24965578	24965683	-	-1	0	0	-	0
BOTH	FBti0020009	ISO1_689_roo	427	roo	3L	789969	790396	+	0	427	1	N	0
BOTH	FBti0020010	ISO1_690_Tirant	8424	Tirant	3L	858054	866478	-	22	8424	1	N	0
FLYBASE	FBti0062009	.	29	pogo	3L	893059	893088	-	-1	0	0	-	0
BOTH	FBti0020011	ISO1_691_mdg1	7368	mdg1	3L	925231	932599	+	0	7368	1	N	0
BOTH	FBti0020012	ISO1_692_jockey	1048	jockey	3L	939838	940886	-	5	1048	1	N	0
BOTH	FBti0020013	ISO1_693_412	7665	412	3L	1047496	1055161	-	0	7665	1	N	0
BOTH	FBti0020014	ISO1_694_roo	9092	roo	3L	1154185	1163277	+	5	9092	1	N	0
FLYBASE	FBti0062028	.	67	jockey	3L	1179306	1179373	+	-1	0	0	-	0
BOTH	FBti0020015	ISO1_695_412	7590	412	3L	1219647	1227237	+	0	7590	1	N	0
BOTH	FBti0020016	ISO1_696_Rt1a	5192	Rt1a	3L	1424822	1430014	+	40	124	2	N	1
REPET	ISO1_697_R2-element	.	124	R2-element	3L	1429885	1430009	+	-1	0	0	-	0
BOTH	FBti0020017	ISO1_698_1360	1106	1360	3L	1485765	1486871	+	1	1106	1	N	0
BOTH	FBti0020018	ISO1_699_1360	673	1360	3L	1490339	1491012	+	4	673	1	N	0
BOTH	FBti0020019	ISO1_700_17-6	7539	17-6	3L	1506054	1513593	+	2	7539	1	N	0
REPET	ISO1_701_1731	.	102	1731	3L	1579599	1579701	-	-1	0	0	-	0
REPET	ISO1_702_LARD	.	544	LARD	3L	1680506	1681050	-	-1	0	0	-	0
REPET	ISO1_703_LARD	.	301	LARD	3L	1682268	1682569	-	-1	0	0	-	0
REPET	ISO1_704_LARD	.	265	LARD	3L	1700574	1700839	-	-1	0	0	-	0
BOTH	FBti0020020	ISO1_705_pogo	185	pogo	3L	1740909	1741094	+	1	185	1	N	0
FLYBASE	FBti0062059	.	38	Doc2	3L	1886389	1886427	+	-1	0	0	-	0
BOTH	FBti0020021	ISO1_706_Copia	5145	Copia	3L	2108306	2113451	-	2	5145	1	N	0
REPET	ISO1_707_LARD	.	649	LARD	3L	2222163	2222812	-	-1	0	0	-	0
BOTH	FBti0020022	ISO1_708_roo	9097	roo	3L	2447560	2456657	+	1	9097	1	N	0
REPET	ISO1_709_LARD	.	617	LARD	3L	2684993	2685610	+	-1	0	0	-	0
BOTH	FBti0020023	ISO1_710_F-element	4203	F-element	3L	2751511	2755714	+	0	4203	1	N	0
REPET	ISO1_711_gypsy9	.	112	gypsy9	3L	2780739	2780851	+	-1	0	0	-	0
BOTH	FBti0020024	ISO1_712_Tirant	8220	Tirant	3L	2927894	2936114	-	12	8220	1	N	0
BOTH	FBti0020025	ISO1_713_mdg1	7366	mdg1	3L	2966778	2974144	+	0	7366	1	N	0
REPET	ISO1_714_LARD	.	153	LARD	3L	3021426	3021579	+	-1	0	0	-	0
BOTH	FBti0020026	ISO1_715_S-element	1733	S-element	3L	3040378	3042111	-	10	1733	1	N	0
BOTH	FBti0020027	ISO1_716_pogo	182	pogo	3L	3051802	3051984	+	1	182	1	N	0
BOTH	FBti0020028	ISO1_717_Tirant	8526	Tirant	3L	3061338	3069864	+	12	8526	1	N	0
FLYBASE	FBti0062971	.	44	gypsy9	3L	3200580	3200624	+	-1	0	0	-	0
REPET	ISO1_718_Invader2	.	155	Invader2	3L	3274194	3274349	+	-1	0	0	-	0
BOTH	FBti0020029	ISO1_719_Doc	427	Doc	3L	3281503	3281930	+	3	427	1	N	0
BOTH	FBti0020030	ISO1_720_jockey	380	jockey	3L	3475135	3475515	+	36	344	1	N	0
BOTH	FBti0020031	ISO1_721_Copia	5252	Copia	3L	3601354	3606606	+	1	5252	1	N	0
REPET	ISO1_722_LARD	.	314	LARD	3L	3624110	3624424	+	-1	0	0	-	0
BOTH	FBti0020032	ISO1_723_pogo	185	pogo	3L	3833792	3833977	+	1	185	1	N	0
REPET	ISO1_724_LARD	.	378	LARD	3L	3871895	3872273	-	-1	0	0	-	0
REPET	ISO1_725_Tabor	.	112	Tabor	3L	3988511	3988623	+	-1	0	0	-	0
REPET	ISO1_726_LARD	.	305	LARD	3L	3997856	3998161	+	-1	0	0	-	0
FLYBASE	FBti0063027	.	35	INE-1	3L	4266625	4266660	+	-1	0	0	-	0
REPET	ISO1_727_LARD	.	127	LARD	3L	4310712	4310839	+	-1	0	0	-	0
REPET	ISO1_728_Kepler	.	142	Kepler	3L	4313215	4313357	+	-1	0	0	-	0
REPET	ISO1_729_412	.	7443	412	3L	4328786	4336229	+	-1	0	0	-	0
BOTH	FBti0020034	ISO1_730_FB4|ISO1_731_FB4	853	FB4	3L	4361048	4361901	-	NA	NA	2	N	2
REPET	ISO1_732_LARD	.	352	LARD	3L	4413360	4413712	+	-1	0	0	-	0
REPET	ISO1_733_BS2	.	794	BS2	3L	4450222	4451016	+	-1	0	0	-	0
BOTH	FBti0020035	ISO1_734_BS2	4727	BS2	3L	4451977	4456704	+	2	4727	1	N	0
REPET	ISO1_735_NewFam16	.	766	NewFam16	3L	4480578	4481344	-	-1	0	0	-	0
REPET	ISO1_736_Rt1b	.	116	Rt1b	3L	4773711	4773827	-	-1	0	0	-	0
BOTH	FBti0020036	ISO1_737_Rt1a	650	Rt1a	3L	4773711	4774361	-	17	116	2	N	1
REPET	ISO1_738_NewFam16	.	2655	NewFam16	3L	4849598	4852253	+	-1	0	0	-	0
REPET	ISO1_739_NewFam16	.	1155	NewFam16	3L	4897122	4898277	-	-1	0	0	-	0
BOTH	FBti0020037	ISO1_740_diver	6131	diver	3L	4901183	4907314	+	1	6131	1	N	0
REPET	ISO1_741_LARD	.	335	LARD	3L	4934617	4934952	-	-1	0	0	-	0
FLYBASE	FBti0063074	.	58	INE-1	3L	5029435	5029493	+	-1	0	0	-	0
BOTH	FBti0020038	ISO1_742_roo	9093	roo	3L	5034214	5043307	-	3	9093	1	N	0
BOTH	FBti0020039	ISO1_743_Doc	4721	Doc	3L	5045511	5050232	+	1	4721	1	N	0
REPET	ISO1_744_INE-1	.	121	INE-1	3L	5059582	5059703	-	-1	0	0	-	0
BOTH	FBti0063624	ISO1_745_3S18	3228	3S18	3L	5104538	5107766	+	0	3228	1	N	0
BOTH	FBti0062016	ISO1_746_3S18	3881	3S18	3L	5115368	5119249	-	3408	3881	1	N	0
BOTH	FBti0062015	ISO1_746_3S18	2796	3S18	3L	5119260	5122056	-	4493	2796	1	N	0
BOTH	FBti0020040	ISO1_747_I-element	2547	I-element	3L	5122064	5124611	+	7	2547	1	N	0
BOTH	FBti0020041	ISO1_748_Quasimodo	7378	Quasimodo	3L	5299207	5306585	-	0	7378	1	N	0
BOTH	FBti0063660	ISO1_749_Max-element	8543	Max-element	3L	5458116	5466659	+	0	8543	1	N	0
REPET	ISO1_750_NewFam06	.	549	NewFam06	3L	5482894	5483443	-	-1	0	0	-	0
REPET	ISO1_751_LARD	.	340	LARD	3L	5489147	5489487	+	-1	0	0	-	0
BOTH	FBti0020042	ISO1_752_jockey	275	jockey	3L	5537783	5538058	-	21	254	1	N	0
BOTH	FBti0020043	ISO1_753_pogo	185	pogo	3L	5910086	5910271	+	1	185	1	N	0
BOTH	FBti0020044	ISO1_754_BS	127	BS	3L	5926374	5926501	-	1	126	1	N	0
BOTH	FBti0020045	ISO1_755_jockey	2594	jockey	3L	6001782	6004376	-	3	2591	1	N	0
BOTH	FBti0020046	ISO1_756_Doc	2304	Doc	3L	6040416	6042720	-	0	2304	1	N	0
FLYBASE	FBti0063675	.	45	gypsy12	3L	6053340	6053385	+	-1	0	0	-	0
BOTH	FBti0063676	ISO1_757_INE-1	408	INE-1	3L	6133987	6134395	+	22	377	1	N	0
FLYBASE	FBti0063688	.	511	G2	3L	6135618	6136129	+	-1	496	1	Y	0
REPET	ISO1_758_G-element	.	496	G-element	3L	6135631	6136127	+	-1	0	0	-	0
BOTH	FBti0063677	ISO1_759_INE-1	187	INE-1	3L	6146021	6146208	+	24	187	1	N	0
BOTH	FBti0063680	ISO1_760_INE-1	427	INE-1	3L	6148652	6149079	+	14	427	1	N	0
BOTH	FBti0020047	ISO1_761_roo	9093	roo	3L	6220970	6230063	+	2	9093	1	N	0
BOTH	FBti0063700	ISO1_762_INE-1	344	INE-1	3L	6315178	6315522	+	21	343	1	N	0
BOTH	FBti0020048	ISO1_763_297	413	297	3L	6335065	6335478	-	0	413	1	N	0
REPET	ISO1_764_LARD	.	317	LARD	3L	6386353	6386670	-	-1	0	0	-	0
BOTH	FBti0059769	ISO1_765_roo	26405	roo	3L	6405714	6432119	+	0	26405	1	N	0
FLYBASE	FBti0063722	.	39	TART-A	3L	6483636	6483675	-	-1	0	0	-	0
FLYBASE	FBti0063724	.	63	INE-1	3L	6592950	6593013	-	-1	0	0	-	0
BOTH	FBti0020052	ISO1_766_Rt1b	364	Rt1b	3L	6620639	6621003	-	3	361	1	N	0
BOTH	FBti0020053	ISO1_767_Doc	1948	Doc	3L	6781179	6783127	-	1	1948	1	N	0
REPET	ISO1_768_LARD	.	327	LARD	3L	6852431	6852758	-	-1	0	0	-	0
BOTH	FBti0020054	ISO1_769_Doc	4724	Doc	3L	6855978	6860702	+	1	4723	1	N	0
BOTH	FBti0020055	ISO1_770_roo	7433	roo	3L	6887573	6895006	+	0	7433	1	N	0
REPET	ISO1_771_Kepler	.	108	Kepler	3L	6934363	6934471	+	-1	0	0	-	0
BOTH	FBti0020056	ISO1_772_BS	541	BS	3L	6994954	6995495	-	14	541	1	N	0
BOTH	FBti0020057	ISO1_773_BS	125	BS	3L	7130011	7130136	-	0	125	1	N	0
FLYBASE	FBti0064235	.	26	Quasimodo	3L	7356856	7356882	-	-1	0	0	-	0
BOTH	FBti0020058	ISO1_774_Quasimodo	276	Quasimodo	3L	7356903	7357179	-	20	276	1	N	0
BOTH	FBti0020059	ISO1_775_297	3047	297	3L	7377371	7380418	+	6	3047	1	N	0
BOTH	FBti0064226	ISO1_776_INE-1	66	INE-1	3L	7439807	7439873	+	327	66	1	N	0
BOTH	FBti0020060	ISO1_777_F-element	4704	F-element	3L	7498816	7503520	+	9	4695	1	N	0
BOTH	FBti0020061	ISO1_778_297	6994	297	3L	7793767	7800761	-	4	6994	1	N	0
REPET	ISO1_779_Stalker2	.	109	Stalker2	3L	7818471	7818580	+	-1	0	0	-	0
BOTH	FBti0020062	ISO1_780_Stalker	2460	Stalker	3L	7886569	7889029	+	0	2460	1	N	0
FLYBASE	FBti0064245	.	33	INE-1	3L	7915900	7915933	-	-1	0	0	-	0
BOTH	FBti0020063	ISO1_781_roo	9113	roo	3L	7916883	7925996	+	1	9112	1	N	0
BOTH	FBti0020064	ISO1_782_FB4|ISO1_783_FB4	2265	FB4	3L	7985423	7987688	-	NA	NA	2	N	2
BOTH	FBti0059773	ISO1_784_FB4	4354	FB4	3L	8019755	8024109	-	3	4351	3	N	1
BOTH	FBti0020066	ISO1_785_NOF|ISO1_786_NOF	491	NOF	3L	8022597	8023088	-	NA	NA	3	Y	2
REPET	ISO1_787_R2-element	.	124	R2-element	3L	8233615	8233739	-	-1	0	0	-	0
BOTH	FBti0020068	ISO1_788_Rt1a	5177	Rt1a	3L	8233615	8238792	-	18	124	2	N	1
BOTH	FBti0064311	ISO1_789_Tc1-2	527	Tc1-2	3L	8397200	8397727	+	4	527	1	N	0
BOTH	FBti0020069	ISO1_790_roo	9100	roo	3L	8481828	8490928	-	0	9100	1	N	0
BOTH	FBti0020070	ISO1_791_blood	7409	blood	3L	8498352	8505761	-	1	7409	1	N	0
BOTH	FBti0020071	ISO1_792_I-element	5351	I-element	3L	8791331	8796682	+	7	5351	1	N	0
BOTH	FBti0020072	ISO1_793_412	7502	412	3L	9076982	9084484	+	3	7502	1	N	0
BOTH	FBti0020073	ISO1_794_412	3708	412	3L	9130608	9134316	-	0	3708	1	N	0
BOTH	FBti0020074	ISO1_795_H	1405	H	3L	9164754	9166159	+	6	1405	1	N	0
REPET	ISO1_796_TART-B	.	120	TART-B	3L	9181396	9181516	+	-1	0	0	-	0
BOTH	FBti0020075	ISO1_797_jockey	603	jockey	3L	9219305	9219908	-	40	563	1	N	0
BOTH	FBti0020076	ISO1_798_roo	7696	roo	3L	9270673	9278369	-	0	7696	1	N	0
BOTH	FBti0020077	ISO1_799_Doc	2759	Doc	3L	9392530	9395289	+	0	2759	1	N	0
BOTH	FBti0060206	ISO1_800_INE-1	397	INE-1	3L	9439811	9440208	+	28	397	1	N	0
BOTH	FBti0060235	ISO1_801_HeT-A	336	HeT-A	3L	9442938	9443274	+	45	291	1	N	0
BOTH	FBti0020078	ISO1_802_S-element	1731	S-element	3L	9443566	9445297	-	11	1731	1	N	0
BOTH	FBti0020079	ISO1_803_Cr1a	177	Cr1a	3L	9445470	9445647	-	3	177	1	N	0
BOTH	FBti0060208	ISO1_804_INE-1	401	INE-1	3L	9446332	9446733	-	139	262	1	N	0
BOTH	FBti0020080	ISO1_805_roo	427	roo	3L	9501756	9502183	+	6	427	1	N	0
BOTH	FBti0020081	ISO1_806_Doc	1621	Doc	3L	9526541	9528162	-	2	1621	1	N	0
BOTH	FBti0020082	ISO1_807_412	7502	412	3L	9533808	9541310	+	0	7502	1	N	0
BOTH	FBti0020083	ISO1_808_jockey	263	jockey	3L	9571982	9572245	-	11	252	1	N	0
BOTH	FBti0020084	ISO1_809_jockey	5010	jockey	3L	9575971	9580981	-	14	4996	1	N	0
REPET	ISO1_810_Idefix	.	173	Idefix	3L	9665381	9665554	-	-1	0	0	-	0
REPET	ISO1_811_Doc	.	100	Doc	3L	9709628	9709728	+	-1	0	0	-	0
BOTH	FBti0060245	ISO1_812_INE-1	58	INE-1	3L	9812312	9812370	-	265	58	1	N	0
REPET	ISO1_813_gypsy11	.	112	gypsy11	3L	9831068	9831180	+	-1	0	0	-	0
BOTH	FBti0020085	ISO1_814_roo	8720	roo	3L	9929723	9938443	+	2	8720	1	N	0
BOTH	FBti0020086	ISO1_815_17-6	7521	17-6	3L	10060167	10067688	-	2	7521	1	N	0
FLYBASE	FBti0063145	.	29	INE-1	3L	10097329	10097358	-	-1	0	0	-	0
BOTH	FBti0020087	ISO1_816_Doc	2304	Doc	3L	10415001	10417305	-	0	2304	1	N	0
FLYBASE	FBti0060257	.	60	INE-1	3L	10439282	10439342	+	-1	0	0	-	0
REPET	ISO1_817_INE-1	.	105	INE-1	3L	10465685	10465790	-	-1	0	0	-	0
REPET	ISO1_818_Kepler	.	125	Kepler	3L	10509816	10509941	+	-1	0	0	-	0
FLYBASE	FBti0060292	.	34	1731	3L	10668518	10668552	+	-1	0	0	-	0
REPET	ISO1_819_LARD	.	233	LARD	3L	10809882	10810115	+	-1	0	0	-	0
REPET	ISO1_820_INE-1	.	168	INE-1	3L	10892872	10893040	-	-1	0	0	-	0
BOTH	FBti0020088	ISO1_821_S-element	1733	S-element	3L	11087112	11088845	-	11	1733	1	N	0
BOTH	FBti0060294	ISO1_822_INE-1	64	INE-1	3L	11104340	11104404	+	172	64	1	N	0
BOTH	FBti0020089	ISO1_823_BS2	1647	BS2	3L	11105351	11106998	+	7	1647	1	N	0
BOTH	FBti0020090	ISO1_824_17-6	6894	17-6	3L	11264519	11271413	-	2	6894	1	N	0
BOTH	FBti0020091	ISO1_826_Rt1a	935	Rt1a	3L	11277515	11278450	-	24	115	2	N	1
REPET	ISO1_825_Rt1b	.	115	Rt1b	3L	11277518	11277633	-	-1	0	0	-	0
BOTH	FBti0020092	ISO1_827_jockey	3129	jockey	3L	11329750	11332879	+	12	3115	1	N	0
FLYBASE	FBti0060715	.	28	1360	3L	11474678	11474706	-	-1	0	0	-	0
BOTH	FBti0020093	ISO1_828_roo	9100	roo	3L	11499112	11508212	-	4	9100	1	N	0
BOTH	FBti0060698	ISO1_829_INE-1	124	INE-1	3L	11511934	11512058	+	214	117	1	N	0
REPET	ISO1_830_NewFam06	.	626	NewFam06	3L	11512444	11513070	-	-1	0	0	-	0
BOTH	FBti0020094	ISO1_831_412	7567	412	3L	11564836	11572403	+	1	7567	1	N	0
FLYBASE	FBti0060700	.	51	INE-1	3L	11581445	11581496	-	-1	0	0	-	0
BOTH	FBti0020095	ISO1_832_Doc	4709	Doc	3L	11723163	11727872	+	7	4709	1	N	0
BOTH	FBti0060732	ISO1_833_INE-1	141	INE-1	3L	11826284	11826425	+	35	140	1	N	0
REPET	ISO1_834_Idefix	.	188	Idefix	3L	11830936	11831124	-	-1	0	0	-	0
BOTH	FBti0060736	ISO1_835_G5A	194	G5A	3L	11837765	11837959	-	0	194	1	N	0
BOTH	FBti0060733	ISO1_836_INE-1	95	INE-1	3L	11848174	11848269	-	72	95	1	N	0
BOTH	FBti0020096	ISO1_837_pogo	1239	pogo	3L	11864607	11865846	-	1	1239	1	N	0
REPET	ISO1_838_INE-1	.	134	INE-1	3L	11893133	11893267	+	-1	0	0	-	0
REPET	ISO1_839_INE-1	.	263	INE-1	3L	12184070	12184333	-	-1	0	0	-	0
FLYBASE	FBti0063216	.	74	Rt1a	3L	12187580	12187654	+	-1	0	0	-	0
BOTH	FBti0063191	ISO1_840_gypsy12	313	gypsy12	3L	12187930	12188243	+	165	313	1	N	0
BOTH	FBti0063217	ISO1_841_INE-1	139	INE-1	3L	12236687	12236826	+	15	139	1	N	0
FLYBASE	FBti0063219	.	67	INE-1	3L	12745176	12745243	+	-1	0	0	-	0
BOTH	FBti0020097	ISO1_842_jockey	2208	jockey	3L	12875004	12877212	-	16	2192	1	N	0
BOTH	FBti0020098	ISO1_843_Rt1b	5170	Rt1b	3L	12919336	12924506	-	153	5017	2	N	1
REPET	ISO1_844_Rt1a	.	150	Rt1a	3L	12924389	12924539	-	-1	0	0	-	0
BOTH	FBti0060757	ISO1_845_INE-1	125	INE-1	3L	12929767	12929892	+	1	125	1	N	0
FLYBASE	FBti0060759	.	58	INE-1	3L	12953753	12953811	-	-1	0	0	-	0
BOTH	FBti0020099	ISO1_846_Copia	4423	Copia	3L	12957842	12962265	-	1	4423	1	N	0
BOTH	FBti0060776	ISO1_847_INE-1	142	INE-1	3L	13006498	13006640	+	9	138	1	N	0
FLYBASE	FBti0063244	.	65	INE-1	3L	13200636	13200701	-	-1	0	0	-	0
BOTH	FBti0060782	ISO1_848_INE-1	117	INE-1	3L	13428350	13428467	-	152	117	1	N	0
BOTH	FBti0020100	ISO1_849_roo	7737	roo	3L	13525212	13532949	+	0	7737	1	N	0
REPET	ISO1_850_Rt1a	.	150	Rt1a	3L	13574877	13575027	+	-1	0	0	-	0
BOTH	FBti0020101	ISO1_851_Rt1b	5194	Rt1b	3L	13574910	13580104	+	178	117	2	N	1
BOTH	FBti0059714	ISO1_852_roo|ISO1_853_roo	9537	roo	3L	13804601	13814138	+	NA	NA	2	N	2
BOTH	FBti0020103	ISO1_853_roo	2473	roo	3L	13811235	13813708	-	6644	2473	1	N	0
REPET	ISO1_854_roo	.	2475	roo	3L	13820353	13822828	+	-1	0	0	-	0
REPET	ISO1_855_Copia	.	103	Copia	3L	13823146	13823249	+	-1	0	0	-	0
BOTH	FBti0060842	ISO1_856_INE-1	55	INE-1	3L	13832074	13832129	+	176	55	1	N	0
BOTH	FBti0060843	ISO1_857_INE-1	50	INE-1	3L	13896388	13896438	-	140	48	1	N	0
REPET	ISO1_858_INE-1	.	124	INE-1	3L	14162938	14163062	-	-1	0	0	-	0
REPET	ISO1_859_THARE	.	118	THARE	3L	14214446	14214564	+	-1	0	0	-	0
FLYBASE	FBti0061303	.	42	1360	3L	14245616	14245658	-	-1	0	0	-	0
BOTH	FBti0020105	ISO1_860_F-element	4367	F-element	3L	14267428	14271795	+	0	4367	1	N	0
BOTH	FBti0020106	ISO1_861_roo	427	roo	3L	14296038	14296465	-	0	427	1	N	0
BOTH	FBti0020107	ISO1_862_BS2	4728	BS2	3L	14312098	14316826	-	18	4728	1	N	0
FLYBASE	FBti0061307	.	63	INE-1	3L	14402159	14402222	-	-1	0	0	-	0
FLYBASE	FBti0061320	.	47	1360	3L	14403417	14403464	+	-1	0	0	-	0
BOTH	FBti0061310	ISO1_863_INE-1	57	INE-1	3L	14408198	14408255	-	202	57	1	N	0
BOTH	FBti0020108	ISO1_864_Copia	5147	Copia	3L	14468500	14473647	+	0	5147	1	N	0
BOTH	FBti0061324	ISO1_865_INE-1	301	INE-1	3L	14504176	14504477	+	3	301	1	N	0
BOTH	FBti0020109	ISO1_866_F-element	4696	F-element	3L	14524380	14529076	+	3	4693	1	N	0
FLYBASE	FBti0061336	.	81	INE-1	3L	14563202	14563283	+	-1	0	0	-	0
BOTH	FBti0061338	ISO1_867_INE-1	167	INE-1	3L	14630298	14630465	-	2	165	1	N	0
BOTH	FBti0020110	ISO1_868_Rt1b	1789	Rt1b	3L	14721232	14723021	+	0	1789	1	N	0
BOTH	FBti0020111	ISO1_869_Doc	2928	Doc	3L	14725654	14728582	+	3	2928	1	N	0
BOTH	FBti0020112	ISO1_870_Stalker2	7669	Stalker2	3L	14825181	14832850	+	1	7669	1	N	0
BOTH	FBti0020113	ISO1_871_transib2	206	transib2	3L	14951135	14951341	-	0	206	1	N	0
FLYBASE	FBti0061376	.	62	1360	3L	14951617	14951679	+	-1	0	0	-	0
BOTH	FBti0061361	ISO1_872_INE-1	263	INE-1	3L	14951722	14951985	+	18	245	1	N	0
BOTH	FBti0020114	ISO1_873_transib2	1610	transib2	3L	14954422	14956032	+	6	1610	1	N	0
BOTH	FBti0020115	ISO1_874_F-element	244	F-element	3L	14970820	14971064	+	0	244	1	N	0
FLYBASE	FBti0061362	.	54	INE-1	3L	15052710	15052764	+	-1	0	0	-	0
FLYBASE	FBti0061417	.	74	BS	3L	15056356	15056430	+	-1	0	0	-	0
BOTH	FBti0020116	ISO1_875_1360	1105	1360	3L	15085107	15086212	+	3	1105	1	N	0
BOTH	FBti0061389	ISO1_876_INE-1	62	INE-1	3L	15114676	15114738	+	111	62	1	N	0
FLYBASE	FBti0061391	.	54	INE-1	3L	15146628	15146682	+	-1	0	0	-	0
BOTH	FBti0061393	ISO1_877_INE-1	202	INE-1	3L	15172529	15172731	+	7	185	1	N	0
BOTH	FBti0020117	ISO1_878_gypsy5	2785	gypsy5	3L	15295823	15298608	-	11	2785	1	N	0
BOTH	FBti0020118	ISO1_879_Nomad	2804	Nomad	3L	15423798	15426602	+	0	2796	1	N	0
BOTH	FBti0061447	ISO1_880_INE-1	144	INE-1	3L	15553487	15553631	-	415	144	1	N	0
BOTH	FBti0061450	ISO1_880_INE-1	318	INE-1	3L	15553632	15553950	-	241	318	1	N	0
BOTH	FBti0020119	ISO1_881_S-element	1731	S-element	3L	15554974	15556705	+	14	1731	1	N	0
BOTH	FBti0020120	ISO1_882_jockey	499	jockey	3L	15899285	15899784	+	45	454	1	N	0
BOTH	FBti0020121	ISO1_883_roo	9088	roo	3L	15929252	15938340	-	0	9088	1	N	0
REPET	ISO1_884_1731	.	123	1731	3L	16081267	16081390	-	-1	0	0	-	0
FLYBASE	FBti0061502	.	37	INE-1	3L	16164961	16164998	+	-1	0	0	-	0
FLYBASE	FBti0061504	.	52	INE-1	3L	16170452	16170504	+	-1	0	0	-	0
BOTH	FBti0020122	ISO1_885_BS2	4728	BS2	3L	16184180	16188908	-	19	4728	1	N	0
FLYBASE	FBti0061869	.	41	INE-1	3L	16197614	16197655	-	-1	0	0	-	0
BOTH	FBti0061894	ISO1_886_jockey2	87	jockey2	3L	16237399	16237486	-	55	87	1	N	0
